scenario_id,scenario_name,funding_architecture,weighted_access,weighted_provider_viability,weighted_equity,weighted_fiscal_control,weighted_hospital_pressure,weighted_gaming_risk,weighted_welfare,supply_generation_index,equity_legitimacy_index,governance_resilience_index,hospital_deflection_index,implementation_readiness_index,fiscal_gaming_risk_index,interaction_penalty,hybrid_viability_score,model_interpretation,draw
S0,Status quo tight control,constrained capitation/contracting equilibrium,32.36,36.06,54.32,74.95,77.84,22.0,40.14,17.33,35.33,54.85,21.45,37.95,15.9,17.44,14.97,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,106
S0,Status quo tight control,constrained capitation/contracting equilibrium,33.55,35.59,60.95,75.4,77.0,21.5,42.13,16.52,42.88,53.89,20.4,40.99,14.45,13.92,19.61,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,107
S0,Status quo tight control,constrained capitation/contracting equilibrium,30.72,34.6,52.46,76.95,79.4,20.67,39.39,13.44,33.31,55.6,19.49,38.5,15.76,18.19,12.69,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,108
S0,Status quo tight control,constrained capitation/contracting equilibrium,32.3,36.31,60.61,77.58,76.92,20.33,42.45,16.87,42.41,57.97,21.25,45.84,14.77,14.9,20.34,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,109
S0,Status quo tight control,constrained capitation/contracting equilibrium,32.73,36.73,59.34,76.95,77.19,20.53,42.18,16.67,40.88,55.97,20.53,40.46,16.47,16.21,17.41,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,110
S0,Status quo tight control,constrained capitation/contracting equilibrium,33.87,37.5,61.48,75.6,76.51,20.5,42.97,18.76,44.52,55.93,19.04,43.19,12.73,14.32,20.49,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,111
S0,Status quo tight control,constrained capitation/contracting equilibrium,30.87,34.59,57.14,76.17,78.56,22.13,40.17,15.99,39.24,52.74,23.91,40.92,16.96,18.09,15.15,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,112
S0,Status quo tight control,constrained capitation/contracting equilibrium,30.72,33.97,54.56,77.76,79.42,20.37,39.93,14.6,35.92,56.24,20.28,38.03,14.74,17.71,14.18,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,113
S0,Status quo tight control,constrained capitation/contracting equilibrium,30.15,32.75,52.71,77.35,79.99,20.79,38.92,11.61,34.07,54.91,19.61,38.63,15.42,18.7,11.75,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,114
S0,Status quo tight control,constrained capitation/contracting equilibrium,32.43,35.67,54.78,74.01,77.99,22.38,39.93,14.9,36.48,52.28,21.94,36.37,15.94,16.33,15.02,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,115
S0,Status quo tight control,constrained capitation/contracting equilibrium,30.87,34.25,56.77,76.89,79.27,21.44,40.18,14.93,38.7,53.11,17.26,35.13,16.83,17.36,13.39,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,116
S0,Status quo tight control,constrained capitation/contracting equilibrium,33.99,37.79,54.6,76.31,76.22,21.07,41.6,19.08,35.72,55.86,25.16,40.37,17.46,17.36,16.92,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,117
S0,Status quo tight control,constrained capitation/contracting equilibrium,32.45,35.71,52.89,75.69,78.52,22.02,39.82,15.84,34.65,53.46,23.42,35.33,16.25,19.04,12.67,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,118
S0,Status quo tight control,constrained capitation/contracting equilibrium,32.52,34.84,59.38,77.36,77.96,21.03,41.66,14.59,42.0,56.6,22.18,42.86,13.71,15.82,18.29,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,119
S0,Status quo tight control,constrained capitation/contracting equilibrium,32.52,36.47,61.48,75.5,78.04,21.72,41.95,17.03,44.81,54.16,19.38,37.79,15.28,15.97,17.44,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,120
S0,Status quo tight control,constrained capitation/contracting equilibrium,31.91,35.17,58.76,75.54,77.51,21.82,41.01,14.25,40.3,56.25,23.45,44.06,14.76,16.83,17.25,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,121
S0,Status quo tight control,constrained capitation/contracting equilibrium,30.51,34.77,55.17,77.34,78.69,20.76,40.11,14.55,36.44,55.92,21.38,42.39,15.7,18.18,14.54,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,122
S0,Status quo tight control,constrained capitation/contracting equilibrium,31.68,34.27,58.4,76.29,78.06,21.54,40.81,14.12,39.66,54.3,22.74,41.48,14.95,16.86,16.15,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,123
S0,Status quo tight control,constrained capitation/contracting equilibrium,34.18,37.27,59.02,74.64,77.06,22.16,41.92,17.54,41.4,54.02,21.09,39.29,16.37,16.49,16.98,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,124
S0,Status quo tight control,constrained capitation/contracting equilibrium,30.68,34.55,55.19,76.75,79.18,21.11,39.88,13.91,35.57,56.32,20.61,39.48,14.82,17.66,14.28,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,125
S0,Status quo tight control,constrained capitation/contracting equilibrium,31.48,34.73,56.86,76.6,78.04,21.06,40.65,15.03,37.19,54.44,21.81,39.16,15.31,16.05,16.26,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,126
S0,Status quo tight control,constrained capitation/contracting equilibrium,31.07,34.15,55.27,76.7,78.06,22.03,39.92,13.14,35.91,52.68,24.32,39.54,16.89,17.53,14.3,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,127
S0,Status quo tight control,constrained capitation/contracting equilibrium,30.03,34.98,56.0,76.76,79.84,21.26,39.84,15.25,37.56,54.36,19.59,36.4,16.23,18.33,13.24,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,128
S0,Status quo tight control,constrained capitation/contracting equilibrium,33.27,36.42,54.07,74.16,77.02,22.5,40.28,18.07,36.12,51.54,23.13,32.52,16.62,16.03,15.65,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,129
S0,Status quo tight control,constrained capitation/contracting equilibrium,33.1,36.65,59.31,76.43,76.46,20.17,42.33,16.4,40.87,57.13,22.05,42.33,13.31,16.36,18.02,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,130
S0,Status quo tight control,constrained capitation/contracting equilibrium,32.76,34.6,56.7,75.91,77.35,22.03,40.74,15.22,39.06,54.98,23.14,41.87,15.76,16.06,17.4,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,131
S0,Status quo tight control,constrained capitation/contracting equilibrium,34.2,37.97,54.23,75.27,75.51,20.71,41.59,19.09,35.65,55.7,23.2,42.61,16.19,16.93,17.16,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,132
S0,Status quo tight control,constrained capitation/contracting equilibrium,33.51,36.83,58.2,75.86,76.82,21.46,41.85,17.24,40.14,54.34,22.45,41.12,16.4,15.25,18.52,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,133
S0,Status quo tight control,constrained capitation/contracting equilibrium,30.92,34.27,56.28,77.2,79.24,21.24,40.19,15.95,36.94,52.25,21.57,36.46,17.3,18.28,13.34,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,134
S0,Status quo tight control,constrained capitation/contracting equilibrium,31.8,34.74,56.72,77.31,78.47,21.06,40.77,13.81,37.86,57.03,22.38,42.23,15.15,18.38,14.85,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,135
S0,Status quo tight control,constrained capitation/contracting equilibrium,32.96,36.73,56.22,75.01,78.01,22.47,40.74,17.42,36.68,55.2,22.08,38.46,16.85,17.81,15.15,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,136
S0,Status quo tight control,constrained capitation/contracting equilibrium,30.26,33.87,53.96,76.13,80.58,21.53,38.99,13.1,35.7,52.57,16.41,35.1,14.99,18.53,10.91,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,137
S0,Status quo tight control,constrained capitation/contracting equilibrium,32.42,36.21,58.9,74.34,78.09,22.73,40.91,16.67,41.14,50.56,21.47,38.05,17.57,18.73,13.63,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,138
S0,Status quo tight control,constrained capitation/contracting equilibrium,31.16,34.61,56.2,77.36,78.22,20.77,40.55,14.46,37.47,54.36,21.61,40.24,15.5,17.39,14.91,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,139
S0,Status quo tight control,constrained capitation/contracting equilibrium,32.97,36.91,55.28,74.32,77.28,22.72,40.51,18.12,36.25,53.02,22.59,39.62,17.85,17.54,15.31,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,140
S0,Status quo tight control,constrained capitation/contracting equilibrium,31.7,34.87,59.72,77.14,77.59,20.83,41.56,14.74,41.37,55.75,21.59,42.62,15.23,15.95,17.74,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,141
S0,Status quo tight control,constrained capitation/contracting equilibrium,31.51,35.66,55.29,78.46,77.88,19.55,41.11,16.19,37.18,58.24,22.52,40.83,14.69,17.36,16.46,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,142
S0,Status quo tight control,constrained capitation/contracting equilibrium,31.5,35.47,57.51,74.09,79.28,22.87,39.98,17.44,38.77,52.71,19.55,38.74,16.3,16.9,15.37,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,143
S0,Status quo tight control,constrained capitation/contracting equilibrium,32.1,35.55,55.27,76.89,77.75,21.24,40.68,15.69,38.11,54.54,22.89,40.14,15.93,16.2,16.84,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,144
S0,Status quo tight control,constrained capitation/contracting equilibrium,35.92,39.02,60.73,73.84,74.46,21.74,43.39,21.49,43.4,52.22,26.11,36.4,14.93,13.52,21.63,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,145
S0,Status quo tight control,constrained capitation/contracting equilibrium,33.53,37.47,56.27,75.93,76.66,21.09,41.65,18.88,38.4,54.39,22.51,37.91,16.53,16.46,17.01,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,146
S0,Status quo tight control,constrained capitation/contracting equilibrium,31.12,34.44,57.47,76.84,78.72,20.93,40.6,14.7,39.17,53.94,20.52,39.71,15.44,17.03,15.24,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,147
S0,Status quo tight control,constrained capitation/contracting equilibrium,35.66,39.9,54.58,73.04,75.36,22.53,41.71,21.44,35.71,54.09,22.98,40.24,18.49,16.56,17.41,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,148
S0,Status quo tight control,constrained capitation/contracting equilibrium,30.69,35.34,57.31,76.11,79.05,21.51,40.32,15.43,38.62,53.67,19.77,37.87,15.56,15.97,15.91,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,149
S0,Status quo tight control,constrained capitation/contracting equilibrium,32.26,36.37,60.31,76.5,77.83,21.36,41.88,17.31,41.73,54.19,22.37,40.58,16.17,15.87,18.09,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,150
S0,Status quo tight control,constrained capitation/contracting equilibrium,32.3,35.42,59.8,74.37,77.85,22.67,40.98,15.03,42.08,49.79,21.79,35.8,15.66,16.63,15.1,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,151
S0,Status quo tight control,constrained capitation/contracting equilibrium,33.11,35.34,61.61,74.88,77.17,21.89,41.92,14.66,43.99,55.95,20.61,45.69,14.08,15.94,18.43,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,152
S0,Status quo tight control,constrained capitation/contracting equilibrium,30.06,33.54,57.32,75.89,79.8,21.72,39.65,12.06,38.6,52.74,20.92,36.65,15.2,17.14,13.79,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,153
S0,Status quo tight control,constrained capitation/contracting equilibrium,31.63,35.44,55.92,77.1,78.14,20.22,40.83,14.29,36.98,57.65,20.53,41.22,13.58,16.81,15.98,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,154
S0,Status quo tight control,constrained capitation/contracting equilibrium,32.86,36.04,52.21,75.63,77.9,21.29,40.05,14.64,33.89,53.16,23.19,32.75,15.74,17.34,13.48,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,155
S0,Status quo tight control,constrained capitation/contracting equilibrium,32.09,35.53,62.11,77.06,77.7,20.44,42.36,17.38,43.72,55.49,20.33,39.6,13.46,15.55,18.49,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,156
S0,Status quo tight control,constrained capitation/contracting equilibrium,33.55,36.37,60.51,76.28,76.81,22.35,42.21,17.11,42.62,53.39,22.59,41.25,18.54,17.79,16.24,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,157
S0,Status quo tight control,constrained capitation/contracting equilibrium,32.34,35.22,59.8,75.88,77.62,21.58,41.46,16.28,41.69,55.21,22.0,42.38,15.31,16.24,17.83,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,158
