scenario_id,scenario_name,funding_architecture,weighted_access,weighted_provider_viability,weighted_equity,weighted_fiscal_control,weighted_hospital_pressure,weighted_gaming_risk,weighted_welfare,supply_generation_index,equity_legitimacy_index,governance_resilience_index,hospital_deflection_index,implementation_readiness_index,fiscal_gaming_risk_index,interaction_penalty,hybrid_viability_score,model_interpretation,draw,marginal_contact_benefit,capitation_weighting,scope_flexibility,pho_transaction_cost,primary_kpi_salience,ambulance_kpi_salience,hospital_political_penalty,data_observability,copayment_level,copayment_protections,equity_program_strength,telehealth_scale,telehealth_integration,local_inperson_loading,ambulance_alternative_funding,acc_activity_funding,acc_constraint,budget_tightness,safety_governance,gaming_controls,direct_claiming,stakeholder_alignment,narrative_coherence
P2,National Primary Care Benefits Schedule,unspecified architecture,71.25,68.88,73.3,71.05,44.72,16.48,66.04,64.98,57.73,67.78,55.88,65.32,13.81,5.55,56.78,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,619,0.8468,0.8413,0.7009,0.3965,0.7334,0.6127,1.0,0.8334,0.4535,0.7295,0.6236,0.5937,0.6214,0.7668,0.5307,0.763,0.07,0.6134,0.8022,0.8402,0.9025,0.4746,0.7322
P1,Capitation reweighting plus access target,unspecified architecture,42.77,41.76,69.84,79.84,66.88,18.03,50.62,24.17,54.16,64.68,36.87,59.07,12.34,11.39,34.42,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,394,0.1659,0.6925,0.3058,0.4573,0.5766,0.4971,0.8589,0.7088,0.5693,0.5614,0.7513,0.7003,0.4496,0.1986,0.3389,0.6018,0.1064,0.7388,0.7242,0.6645,0.0,0.5213,0.4876
P2,National Primary Care Benefits Schedule,unspecified architecture,65.71,63.76,72.29,71.5,49.69,18.85,62.3,60.03,56.22,64.26,51.26,63.41,17.67,6.59,52.19,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,745,0.6763,0.8109,0.7215,0.231,0.6549,0.6108,0.9608,0.6987,0.4219,0.5931,0.6905,0.6935,0.575,0.6276,0.5003,0.7592,0.1735,0.5755,0.7134,0.7439,0.8645,0.5939,0.6734
P8,Direct claims and PHO intermediation reform only,unspecified architecture,44.99,44.87,64.49,79.62,65.69,17.68,50.82,31.79,47.12,67.27,36.88,60.61,12.89,10.7,36.52,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,608,0.182,0.4196,0.1788,0.1798,0.3064,0.4049,0.896,0.8162,0.5979,0.5317,0.5712,0.6252,0.4822,0.2883,0.4338,0.7601,0.1108,0.8582,0.8488,0.6636,0.7365,0.5057,0.5067
P5,ACC activity constraint shock,unspecified architecture,35.57,35.8,64.55,79.62,74.31,19.91,44.95,18.2,45.01,62.24,29.7,49.84,13.93,15.22,24.13,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,730,0.038,0.1986,0.2996,0.5062,0.446,0.4668,0.9347,0.4011,0.7288,0.5029,0.7226,0.7407,0.5145,0.2555,0.3167,0.3654,0.6568,0.9001,0.9009,0.654,0.0843,0.3756,0.3165
P2,National Primary Care Benefits Schedule,unspecified architecture,66.27,62.23,74.94,70.9,48.23,19.46,62.75,55.59,59.23,65.63,54.15,69.03,16.9,6.05,53.84,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,309,0.6671,0.7396,0.5659,0.2189,0.7205,0.5994,0.8418,0.6936,0.3054,0.7074,0.7286,0.6617,0.6035,0.5091,0.623,0.7437,0.0837,0.7613,0.8136,0.6936,0.8101,0.5834,0.9355
P1,Capitation reweighting plus access target,unspecified architecture,41.43,40.48,69.96,79.58,68.19,18.62,49.71,21.43,54.57,64.39,34.38,61.87,12.77,11.5,33.45,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,634,0.1166,0.8178,0.3765,0.6373,0.7078,0.365,0.9409,0.7344,0.5311,0.4419,0.7808,0.542,0.4449,0.2293,0.2048,0.7366,0.1736,0.8508,0.7576,0.5532,0.0,0.5799,0.5557
P8,Direct claims and PHO intermediation reform only,unspecified architecture,45.41,46.3,62.08,78.82,66.5,18.57,50.24,36.26,43.88,64.39,36.63,53.46,15.94,11.63,34.5,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,441,0.1766,0.3918,0.3282,0.1108,0.3912,0.4682,0.9163,0.5856,0.7322,0.5789,0.5074,0.6994,0.5267,0.3899,0.4327,0.6294,0.0749,0.6928,0.7818,0.7606,0.7707,0.4074,0.4508
P2,National Primary Care Benefits Schedule,unspecified architecture,65.99,64.37,74.85,70.3,49.23,19.16,62.84,59.26,58.95,65.9,51.32,68.93,16.87,6.91,53.27,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,285,0.7106,0.8311,0.66,0.3142,0.6855,0.4263,0.9904,0.5797,0.4745,0.7309,0.7412,0.5557,0.558,0.6215,0.5992,0.6827,0.1548,0.5541,0.8538,0.7565,0.7999,0.7686,0.7303
P8,Direct claims and PHO intermediation reform only,unspecified architecture,47.05,46.8,64.45,78.06,64.15,18.17,51.58,36.17,46.34,66.25,36.63,58.07,14.1,9.29,38.28,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,943,0.2505,0.3686,0.4275,0.2256,0.3497,0.4111,0.7525,0.6904,0.5436,0.4992,0.5839,0.6301,0.5251,0.2982,0.3693,0.6045,0.1081,0.8435,0.8635,0.7196,0.7256,0.4672,0.4905
P0,Current source-informed baseline,unspecified architecture,37.7,38.94,63.13,76.7,72.65,21.02,45.31,20.86,44.24,58.4,30.63,48.58,15.85,15.34,23.75,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,712,0.135,0.3016,0.2728,0.5478,0.3404,0.4342,0.9047,0.3607,0.6231,0.416,0.6896,0.788,0.3665,0.3183,0.3967,0.72,0.1517,0.8239,0.7164,0.5997,0.0009,0.4782,0.3201
P7,Scope-enabled provider supply only,unspecified architecture,53.37,52.92,64.51,74.83,59.03,19.91,54.28,42.99,45.08,65.53,41.12,63.48,16.15,10.75,39.82,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,921,0.4147,0.2807,0.7714,0.4446,0.5052,0.4738,0.9116,0.6629,0.6019,0.6056,0.497,0.641,0.4691,0.2716,0.3621,0.7302,0.0089,0.7974,0.8962,0.6171,0.5939,0.6561,0.6248
P3,Full upstream access architecture,unspecified architecture,75.51,70.62,84.2,73.33,38.12,13.78,71.76,67.93,68.34,74.31,65.2,78.68,9.32,3.12,67.08,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,633,0.8037,0.7954,0.748,0.2229,0.8444,0.7827,0.5769,0.9025,0.3626,0.8746,0.9111,0.7587,0.7677,0.8027,0.7794,0.7219,0.0,0.5188,0.8993,0.9662,0.86,0.7763,0.8597
P1,Capitation reweighting plus access target,unspecified architecture,40.02,38.95,70.86,77.56,70.22,21.34,48.1,21.36,55.45,58.9,35.55,53.9,13.53,11.4,31.7,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,258,0.0299,0.8466,0.3273,0.4978,0.75,0.5629,0.9231,0.4337,0.5759,0.5231,0.8323,0.574,0.42,0.3406,0.3344,0.7216,0.1805,0.7764,0.7379,0.5068,0.0504,0.5083,0.4136
P5,ACC activity constraint shock,unspecified architecture,36.07,35.95,64.84,81.08,73.49,18.33,45.84,17.7,46.81,62.95,29.27,49.0,12.82,14.35,25.16,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,994,0.0636,0.3627,0.3272,0.6286,0.4858,0.4345,0.9682,0.5729,0.6896,0.5461,0.6569,0.6261,0.3935,0.332,0.1986,0.3164,0.5197,0.9397,0.7808,0.6994,0.0,0.333,0.2467
P2,National Primary Care Benefits Schedule,unspecified architecture,67.89,65.86,77.54,70.48,47.19,19.48,64.49,61.05,63.0,65.48,52.03,69.51,17.18,6.91,54.58,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,304,0.738,0.9837,0.7215,0.1883,0.5845,0.4093,0.9886,0.7734,0.4642,0.6726,0.8508,0.6743,0.7159,0.5798,0.5706,0.7515,0.1276,0.7277,0.8329,0.6375,0.8836,0.6298,0.7921
P5,ACC activity constraint shock,unspecified architecture,36.61,36.36,63.71,78.43,73.65,20.03,45.02,19.03,44.9,59.83,28.89,48.18,12.69,13.78,24.85,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,728,0.0827,0.2583,0.2971,0.6017,0.4195,0.5234,1.0,0.4933,0.6064,0.5584,0.5938,0.6247,0.5533,0.3607,0.1907,0.3955,0.6779,0.9182,0.7864,0.5512,0.0668,0.2998,0.3634
P8,Direct claims and PHO intermediation reform only,unspecified architecture,46.82,47.76,62.73,77.1,66.09,19.04,50.71,35.6,44.93,64.63,34.35,55.47,18.85,12.91,33.06,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,640,0.2824,0.4943,0.4074,0.2885,0.3432,0.47,0.9048,0.522,0.7129,0.4061,0.6459,0.7298,0.397,0.3068,0.2979,0.7908,0.0963,0.9967,0.8224,0.786,0.7926,0.4895,0.4729
P6,Ambulance alternatives only,unspecified architecture,40.53,39.95,62.15,80.39,67.91,17.93,47.95,21.04,42.67,67.25,41.88,57.98,13.09,13.53,30.96,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,776,0.0774,0.3896,0.3507,0.5205,0.3901,0.8028,0.9381,0.5275,0.6054,0.3532,0.5678,0.5679,0.3872,0.3549,0.7444,0.7958,0.1235,1.0,0.9047,0.794,0.0661,0.5353,0.5068
P3,Full upstream access architecture,unspecified architecture,75.52,70.62,83.37,71.53,38.54,16.61,70.69,67.32,66.91,71.99,65.14,78.18,11.99,3.39,65.82,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,728,0.8084,0.7469,0.7104,0.3102,0.8791,0.8913,0.6282,0.8524,0.3781,0.8786,0.8792,0.6833,0.7933,0.788,0.7329,0.7386,0.1078,0.4857,0.9761,0.81,0.8744,0.7746,0.8682
P8,Direct claims and PHO intermediation reform only,unspecified architecture,44.63,45.46,59.74,77.85,67.77,18.7,48.98,35.5,41.02,63.53,33.47,50.68,17.23,10.97,33.21,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,568,0.1845,0.2876,0.4896,0.2192,0.3859,0.4044,0.8878,0.5078,0.5212,0.3543,0.5407,0.598,0.5511,0.142,0.3205,0.7186,0.0875,0.8007,0.7601,0.8124,0.8899,0.3077,0.5172
P0,Current source-informed baseline,unspecified architecture,35.5,36.78,59.76,78.65,73.74,20.26,43.9,18.38,41.2,58.4,30.16,46.13,15.92,14.83,22.67,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,42,0.0283,0.3977,0.3893,0.5372,0.3829,0.4435,0.8476,0.4574,0.6066,0.2706,0.6041,0.6628,0.426,0.1552,0.3607,0.593,0.1292,0.8548,0.7025,0.5469,0.0519,0.4146,0.2266
P2,National Primary Care Benefits Schedule,unspecified architecture,64.53,62.62,76.35,73.16,49.58,17.24,63.26,56.4,60.3,68.45,50.82,68.59,13.58,6.88,53.23,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,433,0.6406,0.7734,0.6026,0.209,0.5953,0.5191,0.9827,0.7982,0.4172,0.6062,0.839,0.6683,0.6519,0.6258,0.5255,0.81,0.0485,0.6092,0.8682,0.774,0.7205,0.6662,0.6286
P7,Scope-enabled provider supply only,unspecified architecture,48.95,47.8,67.41,75.81,62.78,21.57,52.12,37.02,48.3,61.11,41.13,60.14,18.08,10.79,37.48,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,889,0.2413,0.2754,0.5829,0.3103,0.6676,0.4592,0.8779,0.611,0.6234,0.6075,0.6571,0.744,0.4567,0.19,0.4468,0.6424,0.0,0.7047,0.7259,0.4926,0.5904,0.6028,0.6516
P7,Scope-enabled provider supply only,unspecified architecture,50.66,50.43,66.88,74.34,60.78,21.39,53.0,39.72,48.01,62.87,39.85,58.18,16.05,11.11,37.62,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,851,0.344,0.3373,0.869,0.4095,0.5158,0.3439,0.8779,0.6096,0.6092,0.5878,0.6288,0.6113,0.4696,0.2082,0.4275,0.772,0.0767,0.8534,0.986,0.4931,0.4413,0.5042,0.4551
P7,Scope-enabled provider supply only,unspecified architecture,52.53,52.37,64.65,72.48,60.51,22.6,52.87,41.63,46.41,61.68,40.33,56.41,18.3,12.28,36.26,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,83,0.4156,0.3903,0.751,0.4337,0.4556,0.4805,0.9026,0.4646,0.6468,0.6735,0.5374,0.753,0.4027,0.1713,0.445,0.7665,0.0801,0.7793,1.0,0.5414,0.5345,0.449,0.5391
P8,Direct claims and PHO intermediation reform only,unspecified architecture,40.62,41.0,60.47,80.87,70.58,18.98,47.32,28.61,42.72,64.62,32.8,53.52,18.18,13.13,30.1,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,340,0.0107,0.4541,0.3659,0.1762,0.46,0.3757,0.9044,0.6172,0.6799,0.3289,0.599,0.6526,0.29,0.246,0.3326,0.7631,0.1462,1.0,0.7896,0.7152,0.8944,0.4081,0.4394
P7,Scope-enabled provider supply only,unspecified architecture,49.43,48.59,65.7,76.12,62.34,21.05,52.23,37.71,47.27,61.56,40.38,57.84,17.18,11.03,36.85,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,666,0.2823,0.3983,0.7325,0.3742,0.6662,0.4698,0.9893,0.7176,0.642,0.5785,0.5708,0.6203,0.528,0.276,0.3405,0.6617,0.1638,0.8166,0.7743,0.4616,0.4655,0.4292,0.6327
P4,Benefits without adequate controls,unspecified architecture,66.43,66.3,58.06,62.27,51.97,35.15,54.91,63.94,40.29,42.97,53.04,38.52,43.85,15.14,34.22,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,647,0.8734,0.6239,0.9561,0.1366,0.7538,0.7026,0.6328,0.3851,0.6532,0.2925,0.4904,0.911,0.3885,0.3249,0.6714,0.6765,0.0325,0.7657,0.3841,0.2405,0.8655,0.3744,0.3025
P5,ACC activity constraint shock,unspecified architecture,36.52,37.88,59.47,80.32,72.7,18.69,45.04,20.24,40.01,61.8,31.99,49.59,15.4,15.03,24.31,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,992,0.1163,0.2561,0.3574,0.6255,0.4125,0.5061,0.9108,0.6181,0.7249,0.3582,0.5456,0.5965,0.4124,0.2633,0.3464,0.4326,0.6367,0.7914,0.6985,0.6228,0.0,0.3699,0.3718
P0,Current source-informed baseline,unspecified architecture,37.56,37.82,62.63,79.46,71.97,19.7,45.78,18.81,44.44,60.32,32.08,47.47,14.23,14.02,25.18,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,62,0.0256,0.3666,0.3965,0.5946,0.5045,0.4728,0.8715,0.5129,0.6854,0.5098,0.5956,0.6393,0.4671,0.169,0.3232,0.7061,0.0448,0.9441,0.7594,0.5946,0.1413,0.3255,0.2848
P5,ACC activity constraint shock,unspecified architecture,37.19,38.16,60.48,77.68,72.79,19.92,44.79,21.3,40.69,58.42,30.67,43.85,14.7,13.23,24.72,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,576,0.1501,0.2368,0.4075,0.636,0.4221,0.5031,0.8392,0.4018,0.6166,0.3686,0.5808,0.5441,0.556,0.3441,0.3204,0.4922,0.6447,0.8779,0.6898,0.6485,0.0,0.2904,0.2924
P3,Full upstream access architecture,unspecified architecture,78.26,73.54,85.12,71.24,36.24,16.04,72.74,72.73,68.42,72.46,66.65,77.9,11.25,2.87,68.36,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,595,0.8509,0.8471,0.911,0.1045,0.9302,0.8739,0.6019,0.8231,0.4725,0.7826,1.0,0.6142,0.8285,0.7594,0.7341,0.7119,0.0,0.5805,1.0,0.8559,0.9808,0.7469,0.8623
P4,Benefits without adequate controls,unspecified architecture,67.49,68.0,53.74,64.27,50.87,32.18,55.62,65.26,35.97,47.06,53.67,39.93,40.66,16.16,33.99,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,403,0.9208,0.5834,0.9757,0.0603,0.7586,0.6903,0.6698,0.5183,0.7769,0.3211,0.327,0.9769,0.4646,0.2277,0.6322,0.7409,0.0,0.7996,0.4317,0.3485,0.8632,0.2751,0.3978
P6,Ambulance alternatives only,unspecified architecture,41.19,39.86,66.41,79.08,67.78,19.31,48.59,22.19,45.91,63.58,41.81,57.58,14.04,13.72,30.76,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,423,0.0761,0.1925,0.3984,0.5851,0.4265,0.8303,0.9784,0.4908,0.5515,0.4203,0.7144,0.7761,0.4809,0.3596,0.7074,0.6066,0.0874,0.8984,0.7632,0.6847,0.0862,0.6136,0.5126
P2,National Primary Care Benefits Schedule,unspecified architecture,68.5,65.66,78.53,72.42,46.03,17.51,65.72,62.49,62.41,66.16,55.27,66.43,15.62,4.49,57.72,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,728,0.7145,0.7243,0.7603,0.2007,0.6966,0.5934,0.7793,0.8367,0.4254,0.7314,0.8474,0.7373,0.6967,0.7176,0.5848,0.8366,0.2075,0.5915,0.694,0.7762,0.8246,0.6132,0.656
P7,Scope-enabled provider supply only,unspecified architecture,51.22,49.79,71.73,75.73,60.34,20.02,54.66,39.73,53.94,65.45,38.9,61.51,14.78,10.66,39.94,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,235,0.3277,0.4173,0.8194,0.4267,0.5115,0.4461,0.8674,0.6782,0.5295,0.6855,0.7335,0.7555,0.4671,0.3478,0.2781,0.7553,0.1279,0.8402,1.0,0.575,0.4373,0.4988,0.5068
P4,Benefits without adequate controls,unspecified architecture,66.79,66.72,56.46,62.53,51.54,34.48,54.97,65.07,39.96,44.21,51.28,39.11,43.15,15.4,34.16,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,352,0.8989,0.6787,1.0,0.1357,0.5073,0.7798,0.617,0.468,0.6261,0.3862,0.3763,0.892,0.2666,0.2873,0.6066,0.6587,0.0,0.8311,0.4113,0.2511,0.9657,0.3099,0.3382
P4,Benefits without adequate controls,unspecified architecture,68.36,68.18,57.11,63.05,50.52,32.76,56.36,65.95,40.8,45.67,53.01,38.4,40.66,13.77,36.76,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,846,0.9406,0.7611,0.9198,0.2109,0.6862,0.7603,0.6601,0.5116,0.6033,0.2998,0.419,0.8723,0.3651,0.2796,0.5767,0.713,0.0,0.7481,0.4042,0.3436,0.9854,0.2999,0.2444
P5,ACC activity constraint shock,unspecified architecture,35.78,35.96,61.51,78.64,74.0,20.01,44.22,18.07,43.38,58.61,30.12,46.35,13.99,13.19,24.69,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,926,0.0559,0.3905,0.2469,0.6388,0.4206,0.4656,0.9081,0.4765,0.5436,0.3953,0.5834,0.5688,0.4923,0.2155,0.3237,0.3617,0.5689,0.8283,0.6726,0.5809,0.1576,0.3752,0.2687
P1,Capitation reweighting plus access target,unspecified architecture,42.24,40.77,68.33,78.79,67.35,19.08,49.52,22.26,52.9,63.08,37.86,57.79,12.76,12.44,32.37,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,864,0.1118,0.7866,0.3793,0.6523,0.6385,0.5062,0.9411,0.6407,0.4723,0.5376,0.6568,0.7263,0.4569,0.267,0.4089,0.7827,0.0232,0.7867,0.7519,0.5979,0.0,0.5502,0.4342
P4,Benefits without adequate controls,unspecified architecture,66.45,65.54,54.92,64.49,52.08,31.45,55.14,60.21,38.99,47.45,53.11,39.41,37.59,13.7,35.62,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,312,0.8737,0.7601,0.6983,0.1441,0.7186,0.7599,0.7726,0.5695,0.6082,0.2707,0.3632,0.8743,0.3078,0.1261,0.6086,0.6934,0.0898,0.8703,0.4752,0.3263,1.0,0.255,0.2803
P2,National Primary Care Benefits Schedule,unspecified architecture,65.38,62.67,78.64,73.84,48.35,16.87,64.37,58.34,62.51,68.77,52.58,68.17,13.59,6.24,55.16,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,823,0.6015,0.7704,0.8329,0.2854,0.6165,0.5708,0.8485,0.7576,0.4427,0.7,0.8783,0.7963,0.7426,0.6508,0.5805,0.7176,0.1656,0.6725,0.873,0.8172,0.8475,0.5951,0.6842
P1,Capitation reweighting plus access target,unspecified architecture,39.16,38.55,65.99,80.07,70.61,18.56,47.61,20.45,50.92,62.84,32.79,54.08,12.67,12.55,29.79,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,30,0.0593,0.8123,0.4065,0.588,0.6255,0.3908,0.9229,0.5626,0.519,0.5108,0.6286,0.6089,0.3393,0.2163,0.2749,0.7291,0.1555,0.8104,0.6885,0.7069,0.0152,0.4404,0.4579
P7,Scope-enabled provider supply only,unspecified architecture,53.44,52.54,68.49,73.87,58.84,20.73,54.81,43.78,49.85,64.67,39.3,63.87,16.1,9.67,41.42,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,53,0.4102,0.3492,0.865,0.4332,0.4566,0.5217,0.872,0.6312,0.5176,0.6839,0.5912,0.6094,0.4809,0.3415,0.2497,0.6242,0.033,0.7698,0.9602,0.547,0.5031,0.6026,0.6513
P1,Capitation reweighting plus access target,unspecified architecture,43.17,42.4,69.76,76.85,66.95,20.95,49.76,24.02,54.02,60.13,38.64,55.52,15.42,12.26,32.42,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,309,0.1595,0.7687,0.3707,0.5651,0.6847,0.4818,0.966,0.6185,0.5562,0.3969,0.8473,0.6716,0.4428,0.1965,0.4332,0.7852,0.0171,0.806,0.7828,0.4437,0.0492,0.4012,0.5098
P8,Direct claims and PHO intermediation reform only,unspecified architecture,44.13,43.98,64.35,78.91,66.67,18.58,49.96,32.77,45.59,64.78,35.42,56.09,14.83,10.23,35.51,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,75,0.1521,0.217,0.2805,0.1257,0.3284,0.354,0.7604,0.665,0.6113,0.5495,0.6087,0.5878,0.4165,0.2736,0.4331,0.6162,0.0868,0.8867,0.799,0.6885,0.8409,0.5093,0.3964
